ind,sentence,talkNum,sentenceNum
3671,"And I think one of my favorite parts of this project was not just shooting a video with lasers, but we also open sourced it, and we made it released as a Google Code project, where people could download a bunch of the data and some source code to build their own versions of it.",3539,130
3672,"There was a traffic jam and a crowd of people gathered as if it were the location of some spectacular accident, or the sudden sighting of a visiting pop star.The French E.U.",3022,8
3673,"Perhaps as a gun owner, you should also ask whether you have been taking care of your mental health?",1415,63
3674,It turned out he was hired by a Scottish distillery to understand why they were burning so damn much peat to distill the whiskey.We also did a lot of calculation.,3509,80
3675,"Sadly, realizing that no one would be prosecuted for her boy's death, she sank into a deep depression and she died.",217,130
3676,"The syllabus doesn't mention even the fact that we're naked, let alone look for a reason to it.",3958,166
3677,"Traditionally, pure maths is like the theory of maths, where applied maths is applied to real problems like building bridges and flying planes and controlling traffic flow.",969,4
3678,We called it "bee yogurt" — ways to make bees healthier.,953,18
3679,"And Brendan took some analyses across this coral — you can see the marks — and he's been able to show that these are actual annual bands, so even at 500 meters deep in the ocean, corals can record seasonal changes, which is pretty spectacular.But 4,000 years is not enough to get us back to our last glacial maximum.",2123,80
3680,"For years, I'd seen photos  of this space being documented as a lifeless and cold monolith, much like the stereotypical image painted of the American Muslim experience.Frustrated by this myopic view, my friend and I had this crazy idea: Let's break our fast at a different mosque in a different state each night of Ramadan and share those stories on a blog.",2428,4
3681,"And I handed him a pen and a piece of paper, and he started to write.But when I saw the paper that he handed back to me, I was shocked.",847,55
3682,""59 wakes up on the wrong  side of the bed.Realizes all his hair is  on one side of his head.Takes just under a minute to work out that it’s because of the way that he slept.He finds some clothes and gets dressed.He can’t help but look in the mirror and be subtly impressedHow he looks rough around the edges and yet casually messed.And as he glances out the window, he sees the sight that he gets blessed with of 60 from across the street.Now 60 was beautiful.With perfectly trimmed cuticles, dressed in something suitable.Never rude or crude at all.Unimprovable, right on time as usual, more on cue than a snooker ball but liked to play it super cool.59 wanted to tell her that he knew her favorite flower.He thought of her every second, every minute, every hour.But he knew it wouldn’t work, he’d never get the girl.Because although she lived  across the street they came from different worlds.While 59 admired 60’s perfectly round figure, 60 thought 59 was odd.",2402,11
3683,The Saudi blogger Raif Badawi has been jailed and flogged for insulting Islam and criticizing the Saudi regime on his blog.,1963,15
3684,"And you can not react to injustice, only to forget about it the next day, just because the rest of Twitter has moved on.Sometimes not reacting instantly is, ironically, the best immediate course of action we can take.",1948,84
